#percent: 20
#time num_tuples
0.152880 11
0.217236 19
0.298005 27
0.417172 35
0.569791 43
0.726343 51
0.911204 59
1.133585 67
1.376660 75
1.667421 83
1.979888 91
2.326195 99
2.712634 107
3.151311 115
3.617372 123
4.145369 131
4.700404 139
5.329557 147
5.998985 155
6.728069 163
7.506288 171
8.339346 179
9.244926 187
10.215411 195
11.239160 203
12.327197 211
13.490738 219
14.734810 227
16.033472 235
17.433689 243
18.886429 251
20.413866 259
22.010356 267
23.713650 275
25.507325 283
27.381691 291
29.320632 299
31.360958 307
33.481230 315
35.691499 323
37.984909 331
40.399884 339
42.896882 347
45.530091 355
48.272346 363
51.118362 371
54.062471 379
57.141209 387
60.321776 395
63.658265 403
67.089571 411
70.663510 419
74.360926 427
78.148068 435
82.096005 443
86.178990 451
90.374112 459
94.749049 467
99.236486 475
103.892634 483
108.819964 491
113.873306 499
119.112014 507
124.515875 515
130.071865 523
135.792898 531
141.738524 539
147.879782 547
154.216656 555
160.846846 563
167.571422 571
174.495427 579
181.497868 587
188.596378 595
195.923815 603
203.671961 611
211.513019 619
219.449076 627
227.540832 635
235.777385 643
244.494758 651
253.404263 659
262.660186 667
272.251746 675
282.109404 683
292.084476 691
301.563873 699
310.207848 707
318.864341 715
327.803166 723
336.846795 731
346.160199 739
355.561914 747
365.173923 755
375.046378 763
385.106273 771
396.425384 779
407.317818 787
418.151473 795
429.224691 803
