#percent: 80
#time num_tuples
0.126478 5
0.179439 7
0.247926 9
0.324895 11
0.411056 13
0.482340 15
0.572990 17
0.674476 19
0.771069 21
0.874552 23
0.988335 25
1.103474 27
1.229602 29
1.354863 31
1.492949 33
1.630627 35
1.783887 37
1.949758 39
2.098439 41
2.270147 43
2.458376 45
2.626646 47
2.812656 49
3.013489 51
3.219965 53
3.412629 55
3.621608 57
3.835563 59
4.063550 61
4.296138 63
4.532785 65
4.782121 67
5.034356 69
5.285996 71
5.546302 73
5.814220 75
6.092352 77
6.370493 79
6.650264 81
6.934314 83
7.242767 85
7.544891 87
7.874112 89
8.181642 91
8.508051 93
8.830425 95
9.173906 97
9.513316 99
9.855094 101
10.224606 103
10.588357 105
10.970800 107
11.350505 109
11.753062 111
12.142722 113
12.557664 115
12.967353 117
13.394770 119
13.813400 121
14.260665 123
14.711638 125
15.143586 127
15.611213 129
16.073195 131
16.548119 133
17.006445 135
17.493903 137
17.989780 139
18.486794 141
19.087927 143
19.621194 145
20.150977 147
20.662121 149
21.205457 151
21.750451 153
22.297862 155
22.868009 157
23.419978 159
23.992944 161
24.549174 163
25.121779 165
25.706774 167
26.302396 169
26.914818 171
27.510886 173
28.118804 175
28.739818 177
29.371279 179
30.000368 181
30.639826 183
31.286498 185
31.939207 187
32.606634 189
33.279650 191
33.977190 193
34.653734 195
35.357884 197
36.063001 199
36.763636 201
37.481060 203
