#percent: 50
#time num_tuples
0.121095 8
0.169771 13
0.240147 18
0.323779 23
0.418528 28
0.512464 33
0.627526 38
0.730871 43
0.874036 48
1.007125 53
1.156658 58
1.308173 63
1.474826 68
1.665422 73
1.860817 78
2.056197 83
2.269110 88
2.494787 93
2.729210 98
2.968263 103
3.232499 108
3.494093 113
3.762974 118
4.058724 123
4.349946 128
4.645401 133
4.960376 138
5.293926 143
5.616941 148
5.962064 153
6.319813 158
6.678311 163
7.064188 168
7.460284 173
7.849498 178
8.260688 183
8.683459 188
9.104875 193
9.547664 198
9.993340 203
10.460958 208
10.956122 213
11.441448 218
11.945426 223
12.456584 228
12.978021 233
13.518610 238
14.064310 243
14.638082 248
15.225041 253
15.810865 258
16.427580 263
17.024119 268
17.641327 273
18.270730 278
18.913817 283
19.563259 288
20.227114 293
20.932451 298
21.618433 303
22.339643 308
23.067867 313
23.804771 318
24.559714 323
25.312510 328
26.079165 333
26.858415 338
27.655068 343
28.454251 348
29.258201 353
30.079540 358
30.911147 363
31.769742 368
32.618346 373
33.491880 378
34.382213 383
35.270611 388
36.180817 393
37.079303 398
38.007634 403
38.952960 408
39.906535 413
40.877090 418
41.880655 423
42.877200 428
43.901281 433
44.947676 438
45.902066 443
46.844111 448
47.789968 453
48.740187 458
49.709296 463
50.681589 468
51.690221 473
52.684080 478
53.696523 483
54.707824 488
55.758808 493
56.794217 498
57.863110 503
