#percent: 90
#time num_tuples
0.154639 4
0.221660 5
0.290540 6
0.374283 7
0.464286 8
0.558979 9
0.650803 10
0.757814 11
0.880693 12
0.983311 13
1.099662 14
1.242292 15
1.361593 16
1.501774 17
1.654775 18
1.800655 19
1.954644 20
2.116532 21
2.297389 22
2.474026 23
2.654968 24
2.857257 25
3.054120 26
3.263450 27
3.481837 28
3.697913 29
3.930558 30
4.165405 31
4.401462 32
4.648952 33
4.919675 34
5.182469 35
5.464962 36
5.761627 37
6.049494 38
6.361054 39
6.675073 40
6.987394 41
7.322460 42
7.663575 43
8.010712 44
8.363672 45
8.725128 46
9.105612 47
9.510977 48
9.903106 49
10.308171 50
10.726636 51
11.157427 52
11.605649 53
12.056721 54
12.521753 55
12.983964 56
13.468117 57
13.962358 58
14.459533 59
14.972073 60
15.498421 61
16.032819 62
16.585796 63
17.165781 64
17.739604 65
18.323431 66
18.925671 67
19.532687 68
20.161414 69
20.803285 70
21.451312 71
22.114691 72
22.785040 73
23.475019 74
24.164794 75
24.893438 76
25.616407 77
26.357236 78
27.117787 79
27.887712 80
28.681803 81
29.472345 82
30.289706 83
31.132557 84
31.982299 85
32.849645 86
33.744123 87
34.631331 88
35.539961 89
36.483186 90
37.423921 91
38.390421 92
39.369215 93
40.367981 94
41.371908 95
42.398539 96
43.456885 97
44.520958 98
45.603738 99
46.701792 100
47.831774 101
48.974516 102
50.141516 103
