#percent: 10
#time num_tuples
0.124732 12
0.180595 21
0.262156 30
0.360596 39
0.477622 48
0.608439 57
0.764176 66
0.957797 75
1.156695 84
1.396771 93
1.652014 102
1.944580 111
2.263583 120
2.615119 129
3.015820 138
3.440559 147
3.907469 156
4.426547 165
4.976074 174
5.562138 183
6.193790 192
6.865135 201
7.587731 210
8.352668 219
9.171299 228
10.047161 237
10.968941 246
11.948221 255
12.992951 264
14.127050 273
15.304094 282
16.543286 291
17.880405 300
19.472541 309
21.130972 318
22.733088 327
24.340611 336
26.165263 345
28.133030 354
30.071455 363
32.063133 372
34.100302 381
36.220708 390
38.402885 399
40.686535 408
43.098200 417
45.568041 426
48.104865 435
50.788560 444
53.576710 453
56.483688 462
59.467863 471
62.576950 480
65.787346 489
69.127897 498
72.526491 507
76.062618 516
79.681213 525
83.531408 534
87.455699 543
91.588965 552
95.802816 561
100.089043 570
104.636704 579
109.112249 588
113.715895 597
118.341860 606
123.113748 615
128.053417 624
133.095374 633
138.312782 642
143.662290 651
149.197685 660
154.838136 669
160.641957 678
166.604404 687
172.741767 696
179.038778 705
185.676101 714
192.484681 723
199.451864 732
206.622247 741
213.980336 750
220.829674 759
227.305539 768
233.905260 777
240.789272 786
247.720418 795
254.910837 804
262.272225 813
269.790681 822
277.340596 831
285.107417 840
293.028400 849
301.421587 858
310.068537 867
319.078171 876
328.281854 885
337.714807 894
347.240654 903
