#percent: 60
#time num_tuples
0.185456 23
1.206331 43
2.206371 63
3.237151 83
4.304766 103
5.329278 123
6.429335 143
7.476067 163
8.498750 183
9.517056 203
10.541876 223
11.586664 243
12.619177 263
13.654783 283
14.706290 303
15.738641 323
16.742969 343
17.751503 363
18.788148 383
19.851502 403
20.861353 423
21.936145 443
23.142830 463
24.207524 483
25.547561 503
26.677841 523
28.163262 543
29.526952 563
30.753805 583
32.342823 603
33.672023 623
34.956663 643
36.764939 663
38.178779 683
39.930767 703
41.909076 723
43.621913 743
45.460402 763
48.199722 783
50.804029 803
