#percent: 70
#time num_tuples
0.214327 18
1.251919 33
2.216417 48
3.222210 63
4.290972 78
5.304959 93
6.348335 108
7.371775 123
8.421126 138
9.473234 153
10.500496 168
11.531460 183
12.557775 198
13.602105 213
14.634451 228
15.672259 243
16.733257 258
17.787570 273
18.789097 288
19.755538 303
20.784876 318
21.829664 333
22.870063 348
24.117996 363
25.260796 378
26.296400 393
27.267983 408
28.297180 423
29.340680 438
30.666475 453
31.860166 468
33.360735 483
35.308645 498
36.571863 513
37.839050 528
39.291321 543
40.690831 558
42.177965 573
43.939105 588
47.311930 603
47.312888 603
48.322777 603
49.322856 603
