#percent: 20
#time num_tuples
0.144776 43
1.104682 83
2.143517 123
3.178171 163
4.230614 203
5.279875 243
6.265277 283
7.287406 323
8.359218 363
9.365744 403
10.407283 443
11.419886 483
12.470994 523
13.498104 563
14.496055 603
15.534213 643
16.544493 683
17.581104 723
18.627717 763
19.632632 803
20.685985 843
21.709431 883
22.776641 923
23.848150 963
24.875741 1003
25.912738 1043
26.918457 1083
27.951347 1123
29.162260 1163
30.152244 1203
31.272863 1243
32.451788 1283
33.549532 1323
34.752618 1363
36.115495 1403
37.485219 1443
38.900204 1483
40.186059 1523
41.597353 1563
43.168173 1603
43.170090 1603
44.171744 1603
45.172883 1603
46.173897 1603
47.174805 1603
48.174487 1603
49.175890 1603
