#percent: 0
#time num_tuples
0.128265 53
1.052045 103
2.059839 153
3.078049 203
4.089925 253
5.084354 303
6.104918 353
7.115741 403
8.119808 453
9.136589 503
10.139983 553
11.164674 603
12.165925 653
13.165116 703
14.181689 753
15.189320 803
16.197640 853
17.186778 903
18.211371 953
19.219645 1003
