#percent: 90
#time num_tuples
0.215342 8
1.182856 13
2.193907 18
3.191200 23
4.226998 28
5.244720 33
6.261205 38
7.276896 43
8.294925 48
9.309402 53
10.355427 58
11.353969 63
12.384930 68
13.417571 73
14.449424 78
15.448827 83
16.455186 88
17.486065 93
18.506002 98
19.518413 103
20.582260 108
21.533940 113
22.531375 118
23.550057 123
24.568767 128
25.584056 133
26.616670 138
27.614616 143
28.637620 148
29.670673 153
30.669791 158
31.705034 163
32.702612 168
33.740829 173
34.735758 178
35.782419 183
36.796145 188
37.806588 193
38.838624 198
39.839245 203
40.064691 203
41.066470 203
42.068523 203
43.070439 203
44.072386 203
45.074251 203
46.076206 203
47.078103 203
48.079068 203
49.080627 203
