#percent: 0
#time num_tuples
0.117439 53
1.044409 103
2.049155 153
3.069543 203
4.084082 253
5.069160 303
6.090027 353
7.101601 403
8.102056 453
9.116221 503
10.116901 553
11.144433 603
12.145317 653
13.146603 703
14.129471 753
15.159147 803
16.172007 853
17.150775 903
18.183214 953
19.189585 1003
20.194271 1053
21.202283 1103
22.184042 1153
23.216561 1203
24.224556 1253
25.232282 1303
26.240313 1353
27.246228 1403
28.256256 1453
29.257679 1503
30.274756 1553
31.275685 1603
32.333079 1653
33.318640 1703
34.321776 1753
35.334457 1803
36.386073 1853
37.343213 1903
38.354831 1953
39.421207 2003
40.037437 2003
41.038358 2003
42.039252 2003
43.040346 2003
44.040885 2003
45.041801 2003
46.042724 2003
47.043720 2003
48.044616 2003
49.045720 2003
