#percent: 20
#time num_tuples
0.133111 11
0.185331 19
0.259679 27
0.361485 35
0.492202 43
0.592314 51
0.712543 59
0.821376 67
0.971408 75
1.093594 83
1.265332 91
1.425135 99
1.606686 107
1.802282 115
2.009850 123
2.219198 131
2.416306 139
2.643852 147
2.882587 155
3.125302 163
3.381812 171
3.670534 179
3.960533 187
4.242349 195
4.544875 203
4.858913 211
5.163567 219
5.486728 227
5.827204 235
6.168184 243
6.551821 251
6.938582 259
7.354657 267
7.811824 275
8.284112 283
8.715234 291
9.184450 299
9.650262 307
10.107445 315
10.599555 323
11.093962 331
11.583008 339
12.090275 347
12.614445 355
13.167536 363
13.703472 371
14.262130 379
14.833795 387
15.436696 395
16.043942 403
16.670285 411
17.286718 419
17.929106 427
18.607222 435
19.267245 443
19.962725 451
20.659775 459
21.378304 467
22.081117 475
22.805166 483
23.551816 491
24.315671 499
25.102309 507
25.874398 515
26.677054 523
27.469492 531
28.282750 539
29.106197 547
29.945662 555
30.809189 563
31.670167 571
32.542347 579
33.441361 587
34.339455 595
35.268751 603
36.202661 611
37.133587 619
38.000394 627
38.882843 635
39.735361 643
40.632531 651
41.535372 659
42.446881 667
43.366173 675
44.288868 683
45.245590 691
46.194993 699
47.156958 707
48.119335 715
49.120382 723
50.121236 731
51.124869 739
52.156773 747
53.174207 755
54.222811 763
55.286770 771
56.337483 779
57.420866 787
58.512074 795
59.593141 803
