#percent: 0
#time num_tuples
0.111949 13
0.148422 23
0.203802 33
0.261484 43
0.355635 53
0.421159 63
0.502997 73
0.605542 83
0.695689 93
0.829870 103
0.941850 113
1.085646 123
1.214836 133
1.365912 143
1.535040 153
1.690651 163
1.872783 173
2.055830 183
2.250705 193
2.457217 203
2.666852 213
2.883080 223
3.106478 233
3.341048 243
3.583224 253
3.833457 263
4.096715 273
4.364730 283
4.662355 293
4.945713 303
5.254137 313
5.587931 323
5.899532 333
6.242312 343
6.568929 353
6.930278 363
7.281160 373
7.645856 383
8.034678 393
8.412949 403
8.809169 413
9.226275 423
9.652204 433
10.079822 443
10.509156 453
10.953298 463
11.402594 473
11.865397 483
12.352879 493
12.876828 503
13.383123 513
13.901286 523
14.440307 533
14.985170 543
15.551036 553
16.111418 563
16.679034 573
17.272273 583
17.875235 593
18.479160 603
19.100235 613
19.736673 623
20.373788 633
21.016459 643
21.674396 653
22.335809 663
23.013483 673
23.686141 683
24.383153 693
25.015531 703
25.655006 713
26.306470 723
26.957268 733
27.621034 743
28.299181 753
28.998989 763
29.685392 773
30.376468 783
31.079763 793
31.811955 803
32.532399 813
33.256202 823
34.017568 833
34.763890 843
35.541613 853
36.324399 863
37.086463 873
37.883559 883
38.663501 893
39.466111 903
40.317104 913
41.144271 923
41.983903 933
42.805859 943
43.662295 953
44.519668 963
45.392287 973
46.267817 983
47.182010 993
48.071869 1003
