#percent: 10
#time num_tuples
0.114785 12
0.155990 21
0.219637 30
0.284389 39
0.379224 48
0.455980 57
0.555048 66
0.665002 75
0.779527 84
0.911522 93
1.063128 102
1.191138 111
1.358814 120
1.534417 129
1.701908 138
1.882890 147
2.086535 156
2.299888 165
2.529189 174
2.762770 183
3.014004 192
3.278715 201
3.546702 210
3.849392 219
4.158011 228
4.470315 237
4.788352 246
5.119940 255
5.524585 264
6.300772 273
6.768528 282
7.248967 291
7.636341 300
8.051075 309
8.473841 318
8.913986 327
9.326969 336
10.017981 345
10.466475 354
10.921480 363
11.385118 372
11.859320 381
12.361547 390
12.846060 399
13.354550 408
13.869791 417
14.393008 426
14.938746 435
15.474313 444
16.049990 453
16.638184 462
17.237555 471
17.880213 480
18.496486 489
19.162085 498
19.802728 507
20.461344 516
21.154366 525
21.820856 534
22.519780 543
23.218280 552
23.954124 561
24.701635 570
25.438875 579
26.182375 588
26.974935 597
27.742613 606
28.522774 615
29.331519 624
30.119560 633
30.958261 642
31.780424 651
32.562766 660
33.347701 669
34.115826 678
34.905942 687
35.687066 696
36.500100 705
37.294444 714
38.119831 723
38.968620 732
39.795334 741
40.649612 750
41.520904 759
42.397910 768
43.277677 777
44.170420 786
45.078370 795
46.003012 804
46.924261 813
47.845781 822
48.810863 831
49.763043 840
50.721389 849
51.693452 858
52.697140 867
53.675912 876
54.691309 885
55.692320 894
56.881640 903
