#percent: 10
#time num_tuples
1.233850 93
3.320976 183
6.284514 273
10.180224 363
14.570596 453
20.196128 543
26.744124 633
33.736329 723
41.433817 813
50.037465 903
59.465060 993
69.771512 1083
81.042614 1173
93.220798 1263
107.333680 1353
122.998475 1443
140.691803 1533
165.104192 1623
191.088206 1713
218.485233 1803
247.238389 1893
277.247757 1983
308.461967 2073
341.324342 2163
376.522379 2253
412.389981 2343
449.768919 2433
488.707064 2523
529.098899 2613
571.356429 2703
623.166373 2793
670.382862 2883
719.676939 2973
770.339158 3063
830.018694 3153
900.058314 3243
970.507057 3333
1027.493990 3423
1084.068724 3513
1143.168405 3603
1203.186583 3693
1264.578147 3783
1328.539997 3873
1394.122475 3963
1461.035218 4053
1529.723608 4143
1600.235975 4233
1672.677877 4323
1747.666706 4413
1823.493308 4503
