#Variant: Partitioned Storage
#Time storage
30.279955
80.309910
140.190299
170.368348
0.774854 7
1.479368 8
2.021118 11
2.634000 8
3.181169 11
3.826363 8
4.538427 8
5.083429 11
5.648862 8
6.193246 11
6.862571 8
7.417766 11
8.079339 8
8.634659 11
9.292831 8
9.848740 11
10.510834 8
11.066296 11
11.724825 8
12.280151 11
12.941667 8
13.497064 11
14.178241 8
14.724568 11
15.298828 8
15.861437 11
16.528897 8
17.070999 11
17.723990 8
18.268692 11
18.844420 8
19.399209 11
20.057073 8
20.612467 11
21.277723 8
21.831909 11
22.490955 8
23.046357 11
23.708214 8
24.264520 11
24.922883 8
25.479449 11
26.067360 8
26.629396 11
27.349658 8
27.904813 11
28.572608 8
29.129407 11
29.713784 8
30.278976 11
30.816477 13
31.368372 15
31.929651 17
32.476166 19
33.040762 21
33.605958 23
34.177745 25
34.730595 27
35.303975 29
35.879150 31
36.457220 33
37.053147 35
37.632843 37
38.221836 39
38.808209 41
39.400825 43
39.994288 45
40.590041 47
41.203023 49
41.795841 51
42.398716 53
43.019495 55
43.622974 57
44.234998 59
44.860492 61
45.473233 63
46.104130 65
46.732209 67
47.355914 69
47.996711 71
48.633274 73
49.277140 75
49.905324 77
50.566277 79
51.197946 81
51.864329 83
52.501501 85
53.175988 87
53.818835 89
54.495476 91
55.154265 93
55.826331 95
56.497732 97
57.182143 99
57.853647 101
58.533498 103
59.227263 105
59.903926 107
60.597851 109
61.300745 111
61.984559 113
62.688270 115
63.397359 117
64.090436 119
64.802134 121
65.519212 123
66.249406 125
66.951997 127
67.667388 129
68.384742 131
69.120282 133
69.829580 135
70.560410 137
71.301536 139
72.042059 141
72.797736 143
73.522518 145
74.273794 147
75.020867 149
75.779385 151
76.530512 153
77.284592 155
78.053391 157
78.820999 159
79.578616 161
80.308792 163
84.175893 8
84.717120 11
85.381312 8
85.958441 11
86.687814 8
87.229429 11
87.900189 8
88.442214 11
89.116401 8
89.670896 11
90.344538 8
90.885810 11
91.471798 8
92.017763 11
92.672432 8
93.214792 11
93.889638 8
94.444020 11
95.119831 8
95.661957 11
96.334297 8
96.910786 11
97.503595 8
98.048708 11
98.790680 8
99.337024 11
100.001987 8
100.543135 11
101.143718 8
101.722013 11
102.442666 8
103.008847 11
103.612897 8
104.322494 11
104.897103 11
105.975569 8
107.011742 8
108.261753 8
108.917773 8
109.921973 11
110.492476 11
111.120035 8
112.045122 8
112.591113 11
113.218130 11
113.909108 8
114.525072 8
115.080657 11
115.662005 8
116.235585 11
116.802757 8
117.380499 8
117.978413 11
118.625281 8
119.286935 8
119.985080 8
120.535909 11
121.211115 8
121.952958 8
122.593911 8
123.229919 8
123.793822 11
124.410511 8
124.970482 11
125.664643 8
126.208928 11
126.903834 8
127.445603 11
128.105987 8
128.648243 11
129.337767 8
129.882830 11
130.453498 8
131.161673 8
131.711004 11
132.370437 8
132.915558 11
133.586369 8
134.126260 11
134.767648 8
135.326376 8
135.920046 11
136.547227 8
137.091908 11
137.750015 8
138.333216 11
138.963166 8
139.503144 11
140.189851 8
140.746706 11
141.275430 13
141.808955 15
142.341856 17
142.887595 19
143.439003 21
143.978457 23
144.522668 25
145.122298 27
145.672341 29
146.226471 31
146.784358 33
147.345618 35
147.906247 37
148.509884 39
149.088862 41
149.652923 43
150.229638 45
150.830092 47
151.407379 49
151.987610 51
152.618570 53
153.204050 55
153.798306 57
154.419300 59
155.009129 61
155.603598 63
156.235007 65
156.842262 67
157.443892 69
158.072314 71
158.685158 73
159.319789 75
159.932612 77
160.573032 79
161.205364 81
161.823724 83
162.472993 85
163.103056 87
163.797898 89
164.426727 91
165.081933 93
165.746435 95
166.383808 97
167.050149 99
167.688589 101
168.362266 103
169.004241 105
169.684939 107
170.367842 109
172.582785 8
173.210370 8
173.919785 8
174.461018 11
175.134550 8
175.694450 11
176.349046 8
176.890241 11
177.523715 8
178.130890 8
178.800670 8
179.344759 11
179.939938 8
180.498921 11
181.224172 8
181.768949 11
182.435056 8
182.977629 11
183.657582 8
184.204396 11
184.872665 8
185.429440 11
186.094981 8
186.636408 11
187.306407 8
187.867179 11
188.423845 8
189.122048 8
189.662682 11
190.331379 8
190.877679 11
191.544423 8
192.090210 11
192.640071 11
193.352667 8
193.902362 11
194.582538 8
195.147376 11
195.796921 8
196.339984 11
197.005944 8
197.571010 11
198.221931 8
198.770539 11
199.435769 8
199.981961 11
200.666389 8
