#percent: 40
#time num_tuples
0.194928 33
1.180027 63
2.208577 93
3.270385 123
4.312043 153
5.357205 183
6.414729 213
7.452750 243
8.514796 273
9.566814 303
10.620317 333
11.656911 363
12.722563 393
13.770395 423
14.837725 453
15.880094 483
16.874274 513
17.913112 543
18.960442 573
20.006817 603
