#percent: 10
#time num_tuples
0.146530 48
1.096016 93
2.126854 138
3.143020 183
4.174333 228
5.199595 273
6.226641 318
7.252971 363
8.277102 408
9.312009 453
10.324668 498
11.368272 543
12.392743 588
13.417204 633
14.456459 678
15.437070 723
16.480053 768
17.484556 813
18.525858 858
19.551213 903
