#percent: 50
#time num_tuples
0.208112 28
1.178144 53
2.236724 78
3.282079 103
4.329864 128
5.375296 153
6.431172 178
7.475098 203
8.537740 228
9.599423 253
10.645310 278
11.693159 303
12.765222 328
13.794542 353
14.851186 378
15.850192 403
16.871738 428
17.937369 453
18.965498 478
20.006874 503
21.069198 528
22.164926 553
23.285215 578
24.486044 603
25.712827 628
26.986850 653
28.323001 678
29.687572 703
31.110106 728
32.589563 753
34.112051 778
35.712787 803
37.379438 828
39.125322 853
40.854302 878
42.669338 903
44.584656 928
46.521532 953
48.484046 978
50.541535 1003
