#percent: 70
#time num_tuples
0.199372 18
1.185694 33
2.210079 48
3.225828 63
4.290756 78
5.307139 93
6.348955 108
7.372377 123
8.427197 138
9.477264 153
10.516510 168
11.559874 183
12.586322 198
13.632898 213
14.686143 228
15.707443 243
16.758366 258
17.815717 273
18.814301 288
19.799922 303
20.825345 318
21.860068 333
22.912640 348
23.924620 363
24.980044 378
26.012219 393
27.052182 408
28.128818 423
29.199837 438
30.294432 453
31.425312 468
32.605495 483
33.830109 498
35.093040 513
36.408187 528
37.816922 543
39.208240 558
40.650761 573
42.144363 588
43.677170 603
43.678097 603
44.680099 603
45.681990 603
46.684119 603
47.686034 603
48.686215 603
49.686387 603
